title,price,mileage,location
2015 Ford Fiesta SE,"$9,998","119,849 mi.","St. Peters, MO (770 mi.)"
2013 Ford Fiesta SE,"$6,975","61,261 mi.","Arlington, TX (652 mi.)"
2014 Ford Fiesta S,"$7,995","67,924 mi.","Des Moines, IA (606 mi.)"
2016 Ford Fiesta ST,"$8,888","118,254 mi.","Summerville, SC (1,453 mi.)"
2016 Ford Fiesta SE,"$7,990","85,565 mi.","Memphis, TN (884 mi.)"
2015 Ford Fiesta SE,"$5,998","81,099 mi.","Fort Wayne, IN (1,044 mi.)"
2011 Ford Fiesta SE,"$5,450","109,072 mi.","Binghamton, NY (1,519 mi.)"
2019 Ford Fiesta ST,"$12,996","77,780 mi.","Carrollton, TX (652 mi.)"
2015 Ford Fiesta SE,"$3,300","193,431 mi.","Tremont, IL (818 mi.)"
2015 Ford Fiesta SE,"$8,990","63,983 mi.","Granbury, TX (646 mi.)"
2019 Ford Fiesta SE,"$6,500","95,826 mi.","Dallas, TX (655 mi.)"
2015 Ford Fiesta SE,"$5,793","137,521 mi.","Toledo, OH (1,120 mi.)"
2013 Ford Fiesta SE,"$7,475","64,662 mi.","Arlington, TX (652 mi.)"
2014 Ford Fiesta SE,"$5,995","82,425 mi.","Rochester, NY (1,429 mi.)"
2019 Ford Fiesta SE,"$5,399","96,762 mi.","Margate, FL (1,703 mi.)"
2018 Ford Fiesta ST,"$10,799","101,029 mi.","Roanoke, IN (1,035 mi.)"
2016 Ford Fiesta S,"$5,100","101,359 mi.","Lewisville, TX (642 mi.)"
2016 Ford Fiesta SE,"$8,499","45,125 mi.","Waterbury, CT (1,671 mi.)"
2019 Ford Fiesta SE,"$7,800","69,745 mi.","Arlington, TX (652 mi.)"
2015 Ford Fiesta SE,"$5,995","76,199 mi.","Buda, TX (783 mi.)"
2018 Ford Fiesta SE,"$6,875","104,352 mi.","Arlington, TX (652 mi.)"
2015 Ford Fiesta SE,"$6,475","100,027 mi.","Arlington, TX (652 mi.)"
2019 Ford Fiesta SE,"$8,998","85,154 mi.","Arlington, TX (652 mi.)"
2019 Ford Fiesta SE,"$9,965","59,970 mi.","Gettysburg, PA (1,469 mi.)"
2013 Ford Fiesta SE,"$7,975","85,950 mi.","Indianapolis, IN (1,000 mi.)"
2019 Ford Fiesta SE,"$7,900","83,205 mi.","Oklahoma City, OK (499 mi.)"
2017 Ford Fiesta SE,"$7,799","82,862 mi.","Jefferson, WI (865 mi.)"
2016 Ford Fiesta SE,"$6,999","79,264 mi.","Dallas, TX (654 mi.)"
2014 Ford Fiesta SE,"$4,995","132,000 mi.","Brewerton, NY (1,504 mi.)"
2016 Ford Fiesta S,"$5,500","131,191 mi.","West Lafayette, IN (951 mi.)"
2019 Ford Fiesta SE Sedan,"$10,985","47,471 mi.","Deer Park, WA (840 mi.)"
2013 Ford Fiesta SE,"$8,488","22,666 mi.","Farmington Hills, MI (1,134 mi.)"
2018 Ford Fiesta SE,"$7,500","95,611 mi.","West Lafayette, IN (951 mi.)"
2015 Ford Fiesta SE,"$6,499","87,934 mi.","Arlington, TX (1,489 mi.)"
2015 Ford Fiesta SE,"$4,900","135,640 mi.","Lewisville, TX (642 mi.)"
2019 Ford Fiesta SE,"$10,995","52,420 mi.","Syracuse, NY (1,505 mi.)"
2017 Ford Fiesta S,"$6,995","81,609 mi.","MARIETTA, GA (1,196 mi.)"
2019 Ford Fiesta S,"$5,999","72,130 mi.","Athens, GA (1,259 mi.)"
2013 Ford Fiesta S,"$4,999","102,225 mi.","Dallas, TX (654 mi.)"
2019 Ford Fiesta SE,"$6,400","94,000 mi.","Marietta, GA (1,196 mi.)"
2017 Ford Fiesta SE,"$5,200","123,692 mi.","Lewisville, TX (642 mi.)"
2019 Ford Fiesta SE,"$4,990","120,233 mi.","Decatur, GA (1,215 mi.)"
2015 Ford Fiesta SE,"$4,600","114,643 mi.","Marietta, GA (1,196 mi.)"
2013 Ford Fiesta SE,"$7,995","59,000 mi.","Brewerton, NY (1,504 mi.)"
2013 Ford Fiesta SE,"$6,995","69,533 mi.","Des Moines, IA (606 mi.)"
2017 Ford Fiesta S,"$6,491","86,247 mi.","Indianapolis, IN (999 mi.)"
2018 Ford Fiesta SE,"$9,950","51,871 mi.","Addison, TX (652 mi.)"
2015 Ford Fiesta SE,"$8,989","81,892 mi.","Deer Park, WA (840 mi.)"
2019 Ford Fiesta ST,"$12,998","64,858 mi.","Oklahoma City, OK (498 mi.)"
2018 Ford Fiesta SE,"$7,900","83,517 mi.","Austin, TX (761 mi.)"
2017 Ford Fiesta SE,"$5,999","67,524 mi.","Dallas, TX (654 mi.)"
2015 Ford Fiesta S,"$10,996","7,896 mi.","Aurora, MO (639 mi.)"
2018 Ford Fiesta S,"$6,995","117,747 mi.","Des Moines, IA (606 mi.)"
2012 Ford Fiesta SE,"$5,495","118,453 mi.","Green Bay, WI (922 mi.)"
2011 Ford Fiesta S,"$5,811","67,715 mi.","Chantilly, VA (1,465 mi.)"
2019 Ford Fiesta SE,"$9,300","67,008 mi.","Columbus, OH (1,157 mi.)"
2013 Ford Fiesta SE,"$6,990","38,191 mi.","Graham, NC (1,413 mi.)"
2012 Ford Fiesta SES,"$5,995","76,815 mi.","Des Moines, IA (604 mi.)"
2019 Ford Fiesta SE,"$8,990","78,032 mi.","Lakewood, CO (7 mi.)"
2011 Ford Fiesta SE,"$4,794","96,828 mi.","Stafford, VA (1,476 mi.)"
2015 Ford Fiesta SE,"$8,400","31,317 mi.","Brighton, MI (1,115 mi.)"
2012 Ford Fiesta SE,"$5,389","123,062 mi.","Temecula, CA (801 mi.)"
2017 Ford Fiesta SE,"$6,500","108,362 mi.","Des Moines, IA (606 mi.)"
2012 Ford Fiesta SE 4dr Sedan,"$3,795","135,295 mi.","Marietta, GA (1,196 mi.)"
2017 Ford Fiesta SE,"$6,995","104,718 mi.","Des Moines, IA (606 mi.)"
2017 Ford Fiesta SE,"$8,000","79,609 mi.","Scottsburg, IN (1,027 mi.)"
2015 Ford Fiesta SE,"$3,999","123,679 mi.","Everett, WA (1,026 mi.)"
2019 Ford Fiesta SE,"$8,626","78,437 mi.","Hillsdale, MI (1,070 mi.)"
2019 Ford Fiesta ST Line,"$8,995","96,017 mi.","Longmont, CO (28 mi.)"
2019 Ford Fiesta SE,"$8,994","63,884 mi.","Colorado Springs, CO (65 mi.)"
2018 Ford Fiesta S,"$8,995","71,689 mi.","Des Moines, IA (606 mi.)"
2019 Ford Fiesta SE,"$8,600","78,515 mi.","Indianapolis, IN (1,000 mi.)"
2014 Ford Fiesta ST,"$5,995","148,000 mi.","Willoughby, OH (1,236 mi.)"
2016 Ford Fiesta SE,"$8,499","71,875 mi.","North Attleborough, MA (1,753 mi.)"
2015 Ford Fiesta SE,"$7,452","56,715 mi.","Orlando, FL (1,546 mi.)"
2012 Ford Fiesta S,"$4,977","80,295 mi.","Colorado Springs, CO (66 mi.)"
2019 Ford Fiesta SE,"$8,525","50,534 mi.","Cincinnati, OH (1,091 mi.)"
2012 Ford Fiesta SE,"$4,495","140,992 mi.","Rockville, MD (1,483 mi.)"
2015 Ford Fiesta SE,"$5,999","51,119 mi.","Spring Hill, FL (1,491 mi.)"
2019 Ford Fiesta SE,"$12,888","54,196 mi.","Kent, OH (1,240 mi.)"
2018 Ford Fiesta SE,"$9,495","74,200 mi.","Omaha, NE (480 mi.)"
2013 Ford Fiesta SE,"$4,495","130,414 mi.","Irvington, NJ (1,615 mi.)"
2011 Ford Fiesta SE,"$5,498","87,941 mi.","Fort Pierce, FL (1,648 mi.)"
2019 Ford Fiesta SE,"$4,999","119,509 mi.","Bristol, PA (1,588 mi.)"
2018 Ford Fiesta SE,"$7,696","58,572 mi.","West Palm Beach, FL (1,690 mi.)"
2016 Ford Fiesta SE,"$7,995","57,301 mi.","Des Moines, IA (606 mi.)"
2019 Ford Fiesta SE,"$11,251","37,888 mi.","Oxnard, CA (871 mi.)"
2015 Ford Fiesta SE,"$7,495","52,914 mi.","Avon, MA (1,767 mi.)"
2013 Ford Fiesta SE 4dr Sedan,"$3,950","209,211 mi.","Kansas City, KS (542 mi.)"
2014 Ford Fiesta SE,"$4,999","95,458 mi.","Bourbonnais, IL (904 mi.)"
2017 Ford Fiesta SE,"$8,995","62,404 mi.","Des Moines, IA (610 mi.)"
2019 Ford Fiesta ST,"$8,495","144,123 mi.","Des Moines, IA (610 mi.)"
2015 Ford Fiesta SE,"$6,195","107,413 mi.","Santa Ana, CA (827 mi.)"
2018 Ford Fiesta ST,"$11,995","65,782 mi.","Des Moines, IA (610 mi.)"
2012 Ford Fiesta SE,"$4,955","107,148 mi.","Akron, OH (1,235 mi.)"
2018 Ford Fiesta SE,"$9,995","58,094 mi.","Pueblo, CO (102 mi.)"
2019 Ford Fiesta S,"$9,444","60,471 mi.","Burien, WA (1,016 mi.)"
2016 Ford Fiesta SE,"$7,400","84,723 mi.","Avon, MA (1,767 mi.)"
2019 Ford Fiesta SE,"$10,285","19,801 mi.","Tampa, FL (1,527 mi.)"
2017 Ford Fiesta SE,"$7,991","94,025 mi.","WAITE PARK, MN (676 mi.)"
2018 Ford Fiesta SE,"$7,698","51,448 mi.","Sebring, FL (1,588 mi.)"
2017 Ford Fiesta SE,"$7,995","77,219 mi.","Crestwood, KY (1,049 mi.)"
2018 Ford Fiesta ST,"$12,344","115,227 mi.","Bloomfield Hills, MI (1,140 mi.)"
2015 Ford Fiesta SE,"$5,990","102,834 mi.","Indianapolis, IN (999 mi.)"
2016 Ford Fiesta SE,"$6,995","73,334 mi.","North Olmsted, OH (1,211 mi.)"
2015 Ford Fiesta SE,"$6,999","98,838 mi.","Norton, OH (1,229 mi.)"
2012 Ford Fiesta S,"$4,990","51,165 mi.","Cleveland, OH (1,230 mi.)"
2016 Ford Fiesta S,"$5,500","93,300 mi.","Lewis Center, OH (1,161 mi.)"
2014 Ford Fiesta ST,"$7,990","89,326 mi.","Cleveland, OH (1,230 mi.)"
2015 Ford Fiesta SE,"$5,440","121,458 mi.","Inverness, FL (1,489 mi.)"
2013 Ford Fiesta SE,"$4,198","129,317 mi.","Woodhaven, MI (1,144 mi.)"
2019 Ford Fiesta SE,"$6,500","91,857 mi.","Saint Charles, MO (775 mi.)"
2012 Ford Fiesta S,"$3,499","110,062 mi.","Merrillville, IN (928 mi.)"
2019 Ford Fiesta SE,"$7,995","113,075 mi.","Roy, WA (1,011 mi.)"
2013 Ford Fiesta SE,"$5,995","132,264 mi.","Roy, WA (1,011 mi.)"
2017 Ford Fiesta S,"$5,720","62,854 mi.","Stafford, VA (1,476 mi.)"
2013 Ford Fiesta S 4dr Sedan,"$3,950","186,779 mi.","Kansas City, KS (542 mi.)"
2017 Ford Fiesta ST,"$8,990","107,466 mi.","Tucson, AZ (618 mi.)"
2013 Ford Fiesta S 4dr Sedan,"$5,000","70,093 mi.","Largo, FL (1,507 mi.)"
2014 Ford Fiesta S,"$5,999","64,000 mi.","Houston, TX (882 mi.)"
2015 Ford Fiesta SE 4dr Sedan,"$4,999","136,258 mi.","Bordentown, NJ (1,596 mi.)"
2019 Ford Fiesta SE,"$8,994","42,792 mi.","Hialeah, FL (1,713 mi.)"
2017 Ford Fiesta S,"$7,799","81,592 mi.","Lee's Summit, MO (570 mi.)"
2016 Ford Fiesta S,"$6,299","121,810 mi.","Philadelphia, PA (1,571 mi.)"
2016 Ford Fiesta S,"$8,000","66,377 mi.","Houston, TX (900 mi.)"
2017 Ford Fiesta SE,"$7,995","72,272 mi.","Clearwater, FL (1,505 mi.)"
2016 Ford Fiesta SE,"$6,987","60,509 mi.","Manchester, NH (1,741 mi.)"
2014 Ford Fiesta Titanium Hatchback,"$5,988","117,000 mi.","Glendale, AZ (586 mi.)"
2016 Ford Fiesta S,"$8,895","66,720 mi.","Shohola, PA (1,573 mi.)"
2013 Ford Fiesta SE,"$7,777","58,700 mi.","Phoenix, AZ (576 mi.)"
2015 Ford Fiesta SE,"$7,995","106,000 mi.","Concord, NH (1,737 mi.)"
2012 Ford Fiesta 5dr HB SE,"$3,995","103,020 mi.","Phoenix, AZ (581 mi.)"
2011 Ford Fiesta S,"$4,999","47,789 mi.","Worcester, MA (1,730 mi.)"
2019 Ford Fiesta SE,"$3,899","133,628 mi.","Paterson, NJ (1,616 mi.)"
2017 Ford Fiesta Titanium,"$6,975","93,345 mi.","Monroe, NC (1,372 mi.)"
2018 Ford Fiesta ST,"$12,299","76,082 mi.","Mountain Lakes, NJ (1,601 mi.)"
2018 Ford Fiesta ST,"$12,599","96,781 mi.","Woodridge, NJ (1,620 mi.)"
2011 Ford Fiesta SE,"$4,499","155,137 mi.","Ames, IA (613 mi.)"
2017 Ford Fiesta SE,"$5,997","123,373 mi.","Tacoma, WA (1,015 mi.)"
2017 Ford Fiesta Titanium,"$15,998","46,105 mi.","Merriam, KS (551 mi.)"
2011 Ford Fiesta SE 4dr Sedan,"$1,200","156,544 mi.","Pompano Beach, FL (1,706 mi.)"
2013 Ford Fiesta SE,"$5,995","124,000 mi.","Concord, NH (1,737 mi.)"
2019 Ford Fiesta SE,"$9,995","77,317 mi.","Harriman, TN (1,142 mi.)"
2013 Ford Fiesta SE,"$6,988","47,045 mi.","Keyport, NJ (1,617 mi.)"
2019 Ford Fiesta SE,"$6,750","91,656 mi.","Houston, TX (876 mi.)"
2014 Ford Fiesta ST,"$5,500","177,292 mi.","Orlando, FL (1,550 mi.)"
2017 Ford Fiesta SE,"$6,475","63,856 mi.","Shelby, NC (1,316 mi.)"
2015 Ford Fiesta Titanium,"$7,995","65,426 mi.","Des Moines, IA (604 mi.)"
2015 Ford Fiesta S,"$3,750","169,843 mi.","Kansas City, MO (554 mi.)"
2019 Ford Fiesta ST 4dr Hatchback,"$15,988","55,001 mi.","St Charles, IL (885 mi.)"
2013 Ford Fiesta SE,"$6,999","64,228 mi.","Whitman, MA (1,771 mi.)"
2017 Ford Fiesta SE,"$9,950","34,804 mi.","Columbus, OH (1,166 mi.)"
2011 Ford Fiesta SES,"$8,997","45,984 mi.","Minneapolis, MN (702 mi.)"
2014 Ford Fiesta SE,"$5,998","63,590 mi.","Tampa, FL (1,513 mi.)"
2015 Ford Fiesta SE,"$6,890","96,627 mi.","Houston, TX (891 mi.)"
2014 Ford Fiesta S 4dr Sedan,"$4,995","111,287 mi.","Pasadena, TX (891 mi.)"
2016 Ford Fiesta ST,"$10,990","81,986 mi.","Knoxville, TN (1,173 mi.)"
2019 Ford Fiesta SE,"$7,777","78,525 mi.","Colorado Springs, CO (66 mi.)"
2013 Ford Fiesta SE,"$2,999","80,984 mi.","Pompano Beach, FL (1,708 mi.)"
2014 Ford Fiesta SE,"$3,995","130,090 mi.","Falls Church, VA (1,481 mi.)"
2014 Ford Fiesta Titanium,"$7,995","67,192 mi.","Buena Park, CA (828 mi.)"
2014 Ford Fiesta Titanium,"$4,995","139,550 mi.","Los Angeles, CA (829 mi.)"
2013 Ford Fiesta S,"$4,995","84,639 mi.","New Castle, PA (1,296 mi.)"
2019 Ford Fiesta SE,"$6,895","133,247 mi.","Gastonia, NC (1,340 mi.)"
2015 Ford Fiesta ST,"$5,865","104,866 mi.","Hawthorne, CA (842 mi.)"
2019 Ford Fiesta SE,"$9,999","51,626 mi.","Fontana, CA (794 mi.)"
2019 Ford Fiesta SE,"$8,599","63,794 mi.","Norco, CA (805 mi.)"
2014 Ford Fiesta Titanium,"$8,999","72,839 mi.","Montclair, CA (805 mi.)"
2017 Ford Fiesta S,"$4,995","144,000 mi.","Vancouver, WA (985 mi.)"
2017 Ford Fiesta SE,"$4,953","138,021 mi.","Brighton, MI (1,115 mi.)"
2017 Ford Fiesta ST,"$11,999","49,112 mi.","Lakewood, WA (1,014 mi.)"
2017 Ford Fiesta SE,"$5,995","135,799 mi.","St. Louis, MO (794 mi.)"
2019 Ford Fiesta S,"$9,994","39,006 mi.","Sanford, NC (1,436 mi.)"
2014 Ford Fiesta S,"$10,998","84,259 mi.","Raleigh, NC (1,451 mi.)"
2017 Ford Fiesta ST,"$6,999","136,976 mi.","Dumfries, VA (1,478 mi.)"
2019 Ford Fiesta SE,"$6,891","117,061 mi.","Mesa, AZ (582 mi.)"
2018 Ford Fiesta SE,"$6,995","64,857 mi.","Philadelphia, PA (1,579 mi.)"
2016 Ford Fiesta S,"$5,495","91,817 mi.","Los Angeles, CA (841 mi.)"
2016 Ford Fiesta ST,"$8,995","96,331 mi.","Norco, CA (804 mi.)"
2011 Ford Fiesta SEL,"$6,595","106,448 mi.","Dagsboro, DE (1,588 mi.)"
2015 Ford Fiesta S,"$5,697","120,090 mi.","Charoltte, NC (1,364 mi.)"
2019 Ford Fiesta S,"$5,975","81,763 mi.","Shelby, NC (1,316 mi.)"
2014 Ford Fiesta SE,"$6,400","69,160 mi.","Durham, NC (1,445 mi.)"
2019 Ford Fiesta SE,"$9,995","89,787 mi.","Independence, MO (564 mi.)"
2017 Ford Fiesta ST,"$11,799","60,455 mi.","Fontana, CA (794 mi.)"
2015 Ford Fiesta SE,"$5,995","108,903 mi.","Kansas City, MO (554 mi.)"
2019 Ford Fiesta SE,"$8,499","70,729 mi.","West Chicago, IL (916 mi.)"
2019 Ford Fiesta SE,"$8,399","71,627 mi.","West Chicago, IL (916 mi.)"
2018 Ford Fiesta SE,"$10,499","30,200 mi.","West Chicago, IL (916 mi.)"
2019 Ford Fiesta SE,"$9,499","58,341 mi.","West Chicago, IL (916 mi.)"
2015 Ford Fiesta SE,"$7,995","61,085 mi.","Des Moines, IA (606 mi.)"
2013 Ford Fiesta SE,"$3,995","174,619 mi.","Kirby, TX (803 mi.)"
2014 Ford Fiesta SE,"$5,802","92,300 mi.","Indianapolis, IN (998 mi.)"
2016 Ford Fiesta SE,"$5,488","141,891 mi.","Cuyahoga Falls, OH (1,234 mi.)"
2011 Ford Fiesta SES,"$5,951","127,000 mi.","Sioux Falls, SD (496 mi.)"
2015 Ford Fiesta SE,"$4,996","123,930 mi.","Kirby, TX (803 mi.)"
2013 Ford Fiesta SE,"$4,500","107,451 mi.","Fredericksburg, VA (1,473 mi.)"
2019 Ford Fiesta S,"$4,299","108,998 mi.","Nashville, TN (1,023 mi.)"
2018 Ford Fiesta S,"$8,488","77,699 mi.","Muncie, IN (1,033 mi.)"
2018 Ford Fiesta SE,"$8,895","40,041 mi.","Zionsville, IN (992 mi.)"
2015 Ford Fiesta S,"$3,500","155,700 mi.","Indianapolis, IN (1,004 mi.)"
2017 Ford Fiesta SE,"$6,000","113,453 mi.","Indianapolis, IN (998 mi.)"
2017 Ford Fiesta SE,"$9,998","54,199 mi.","Raleigh, NC (1,459 mi.)"
2017 Ford Fiesta SE,"$6,999","151,580 mi.","Winchester, VA (1,424 mi.)"
2019 Ford Fiesta SE,"$6,999","88,426 mi.","Chantilly, VA (1,465 mi.)"
2018 Ford Fiesta SE,"$8,995","70,500 mi.","Fairfax, VA (1,478 mi.)"
2015 Ford Fiesta S,"$6,950","91,378 mi.","Gaithersburg, MD (1,478 mi.)"
2019 Ford Fiesta SE,"$5,981","102,410 mi.","Arlington, VA (1,485 mi.)"
2014 Ford Fiesta SE,"$7,544","82,796 mi.","Banning, CA (773 mi.)"
2015 Ford Fiesta ST,"$8,300","108,857 mi.","Chantilly, VA (1,465 mi.)"
2012 Ford Fiesta SE,"$3,500","132,605 mi.","Paris, KY (1,115 mi.)"
2013 Ford Fiesta SE,"$5,500","66,868 mi.","Fredericksburg, VA (1,473 mi.)"
2014 Ford Fiesta SE,"$4,969","121,655 mi.","Nashville, TN (1,021 mi.)"
2014 Ford Fiesta ST 4dr Hatchback,"$7,900","102,169 mi.","Largo, FL (1,507 mi.)"
2019 Ford Fiesta S,"$4,695","117,236 mi.","Moraine, OH (1,100 mi.)"
2019 Ford Fiesta SE,"$10,399","47,348 mi.","Grandview, MO (561 mi.)"
2018 Ford Fiesta SE,"$7,988","75,442 mi.","Lakewood, CO (6 mi.)"
2019 Ford Fiesta SE,"$8,358","83,099 mi.","Sparta, TN (1,093 mi.)"
2013 Ford Fiesta SE,"$4,499","125,000 mi.","Birmingham, AL (1,094 mi.)"
2017 Ford Fiesta SE,"$9,995","58,789 mi.","Hamilton, OH (1,086 mi.)"
2018 Ford Fiesta SE,"$6,995","102,165 mi.","Hamilton, OH (1,086 mi.)"
2014 Ford Fiesta SE,"$6,699","78,132 mi.","West Chester, OH (1,095 mi.)"
2018 Ford Fiesta S,"$9,000","55,681 mi.","California, MD (1,526 mi.)"
2015 Ford Fiesta SE,"$6,995","79,230 mi.","Milwaukie, OR (977 mi.)"
2011 Ford Fiesta SE,"$7,995","38,500 mi.","Spencerport, NY (1,418 mi.)"
2013 Ford Fiesta SE,"$4,999","70,248 mi.","Lake Wales, FL (1,563 mi.)"
2016 Ford Fiesta SE,"$4,999","103,818 mi.","Capitol Heights, MD (1,497 mi.)"
2013 Ford Fiesta S,"$3,000","184,128 mi.","Farmington Hills, MI (1,134 mi.)"
2014 Ford Fiesta SE,"$4,695","158,058 mi.","Moraine, OH (1,100 mi.)"
2012 Ford Fiesta SE,"$5,495","109,133 mi.","Aberdeen, MD (1,524 mi.)"
2014 Ford Fiesta SE,"$7,995","95,763 mi.","Roseville, CA (876 mi.)"
2017 Ford Fiesta S,"$4,995","95,693 mi.","Roseville, CA (876 mi.)"
2019 Ford Fiesta SE,"$12,998","77,285 mi.","Nashville, TN (1,022 mi.)"
2015 Ford Fiesta Titanium,"$5,988","143,782 mi.","Saint Louis, MO (787 mi.)"
2019 Ford Fiesta SE,"$10,800","31,814 mi.","Brooklyn, NY (1,630 mi.)"
2019 Ford Fiesta SE,"$9,995","67,995 mi.","Dayton, OH (1,105 mi.)"
2018 Ford Fiesta SE,"$10,199","59,059 mi.","Tryon, NC (1,282 mi.)"
2015 Ford Fiesta SE,"$5,500","116,939 mi.","Elgin, IL (882 mi.)"
2016 Ford Fiesta SE,"$5,797","130,398 mi.","Minnetonka, MN (689 mi.)"
2016 Ford Fiesta SE,"$7,999","62,783 mi.","Media, PA (1,560 mi.)"
2013 Ford Fiesta SE,"$4,995","98,342 mi.","Englewood, CO (9 mi.)"
2018 Ford Fiesta SE,"$9,500","79,055 mi.","Dover, DE (1,563 mi.)"
2016 Ford Fiesta S,"$9,998","116,315 mi.","Albuquerque, NM (329 mi.)"
2018 Ford Fiesta SE,"$7,987","98,180 mi.","Knoxville, TN (1,166 mi.)"
2012 Ford Fiesta S,"$5,991","68,039 mi.","Arlington Heights, IL (900 mi.)"
2014 Ford Fiesta SE,"$4,995","120,562 mi.","Hampstead, NH (1,756 mi.)"
2011 Ford Fiesta SEL,"$3,500","128,000 mi.","Coopersburg, PA (1,556 mi.)"
2015 Ford Fiesta SE,"$5,988","92,306 mi.","Hiawatha, IA (711 mi.)"
2016 Ford Fiesta SE,"$7,588","66,255 mi.","Bountiful, UT (373 mi.)"
2014 Ford Fiesta SE,"$6,995","89,618 mi.","Baltimore, MD (1,510 mi.)"
2012 Ford Fiesta SES,"$4,900","150,000 mi.","Columbia, MD (1,495 mi.)"
2018 Ford Fiesta SE,"$8,990","69,132 mi.","Newport, OR (1,031 mi.)"
2019 Ford Fiesta SE,"$8,574","91,778 mi.","Bountiful, UT (373 mi.)"
2015 Ford Fiesta SE,"$5,840","128,785 mi.","Cincinnati, OH (1,100 mi.)"
2012 Ford Fiesta SE,"$3,995","122,065 mi.","Norfolk, VA (1,567 mi.)"
2017 Ford Fiesta SE,"$12,998","44,960 mi.","Albuquerque, NM (329 mi.)"
2018 Ford Fiesta SE,"$10,995","54,000 mi.","Tucson, AZ (617 mi.)"
2014 Ford Fiesta SE,"$6,949","111,605 mi.","Grand Forks, ND (686 mi.)"
2017 Ford Fiesta SE,"$14,998","31,609 mi.","Nashville, TN (1,022 mi.)"
2017 Ford Fiesta SE,"$8,990","50,303 mi.","Hillsdale, MI (1,070 mi.)"
2018 Ford Fiesta S,"$13,599","26,336 mi.","Kenner, LA (1,070 mi.)"
2019 Ford Fiesta SE,"$13,895","72,265 mi.","Pelham, AL (1,100 mi.)"
2013 Ford Fiesta S,"$5,900","95,493 mi.","Montgomery, AL (1,163 mi.)"
2019 Ford Fiesta SE,"$9,598","98,356 mi.","Tryon, NC (1,282 mi.)"
2019 Ford Fiesta SE,"$13,599","65,470 mi.","Greensboro, NC (1,388 mi.)"
2019 Ford Fiesta SE Sedan,"$7,995","94,644 mi.","Lebanon, PA (1,501 mi.)"
2018 Ford Fiesta SE,"$6,799","75,053 mi.","Naples, FL (1,630 mi.)"
2016 Ford Fiesta ST,"$15,998","40,907 mi.","Littleton, CO (11 mi.)"
2015 Ford Fiesta SE,"$9,798","73,124 mi.","Centennial, CO (13 mi.)"
2015 Ford Fiesta S,"$9,999","13,189 mi.","Centennial, CO (13 mi.)"
2013 Ford Fiesta SE,"$3,000","118,437 mi.","Aurora, CO (15 mi.)"
2018 Ford Fiesta SE,"$10,985","56,801 mi.","Pueblo, CO (102 mi.)"
2012 Ford Fiesta SE,"$5,974","120,191 mi.","West Valley City, UT (377 mi.)"
2016 Ford Fiesta SE,"$8,995","150,139 mi.","Fairbury, NE (414 mi.)"
2016 Ford Fiesta ST,"$7,495","96,053 mi.","Lincoln, NE (443 mi.)"
2019 Ford Fiesta SE,"$9,495","91,966 mi.","Huron, SD (469 mi.)"
2019 Ford Fiesta SE,"$8,950","49,000 mi.","Omaha, NE (481 mi.)"
2017 Ford Fiesta SE,"$11,258","81,135 mi.","Oklahoma City, OK (499 mi.)"
2014 Ford Fiesta SE,"$15,580","112,688 mi.","St George, UT (501 mi.)"
2013 Ford Fiesta SE,"$7,990","48,410 mi.","Bozeman, MT (515 mi.)"
2011 Ford Fiesta SE,"$2,450","178,529 mi.","Kansas City, MO (554 mi.)"
2016 Ford Fiesta SE,Not Priced,"79,466 mi.","El Paso, TX (557 mi.)"
2012 Ford Fiesta SES,Not Priced,"126,192 mi.","El Paso, TX (557 mi.)"
2014 Ford Fiesta ST,"$10,556","84,224 mi.","Phoenix, AZ (579 mi.)"
2016 Ford Fiesta S,"$8,898","66,215 mi.","Gilbert, AZ (585 mi.)"
2016 Ford Fiesta S,Not Priced,"80,067 mi.","Peoria, AZ (585 mi.)"
2012 Ford Fiesta SE,"$2,500","112,285 mi.","Phoenix, AZ (587 mi.)"
2019 Ford Fiesta SE,"$11,878","40,688 mi.","Des Moines, IA (604 mi.)"
2015 Ford Fiesta SE,"$6,428","79,534 mi.","Ames, IA (613 mi.)"
2012 Ford Fiesta SE,"$4,488","141,849 mi.","Denton, TX (632 mi.)"
2014 Ford Fiesta SE,"$3,900","119,959 mi.","Lewisville, TX (642 mi.)"
2019 Ford Fiesta SE,"$11,211","75,611 mi.","Boise, ID (643 mi.)"
2015 Ford Fiesta S,"$7,498","87,622 mi.","Arlington, TX (652 mi.)"
2017 Ford Fiesta ST,"$9,999","49,929 mi.","Apple Valley, MN (692 mi.)"
2015 Ford Fiesta SE,Not Priced,"161,414 mi.","BROOKLYN CENTER, MN (697 mi.)"
2016 Ford Fiesta S,"$7,900","101,913 mi.","Lockridge, IA (701 mi.)"
2014 Ford Fiesta SE,"$5,997",0 mi.,"Minneapolis, MN (702 mi.)"
2012 Ford Fiesta 4dr Sdn SE,"$4,995","81,504 mi.","Lino Lakes, MN (708 mi.)"
2017 Ford Fiesta SE,"$9,950","39,983 mi.","Rolla, MO (720 mi.)"
2014 Ford Fiesta SE,Not Priced,"85,547 mi.","Bemidji, MN (734 mi.)"
2015 Ford Fiesta SE,"$3,995","173,090 mi.","Somerton, AZ (736 mi.)"
2017 Ford Fiesta ST,"$9,999","81,634 mi.","Eau Claire, WI (772 mi.)"
2019 Ford Fiesta SE,"$10,750","58,212 mi.","Little Rock, AR (773 mi.)"
